"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1399033611869847558","https://twitter.com/ADHOrg/status/1399033611869847558","Applications &amp; nominations for @ADHOrg leadership roles are due soon--submit yours today! 

#DH2021 #HumanidadesDigitales #HumanitésNumériques #InformaticaUmanistica
#DigitalHumanities 

@aaDHumanities @achdotorg @Red_HD @eadh_org @DHcenterNet @HumanisticaDH @csdhschn @dh_japan https://t.co/PiVmKA2m0Z","2021-05-30 16:03 +0000","4647.0","44.0","0.009468474284484614","14.0","0.0","10.0","6.0","0.0","2.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1398276712773861376","https://twitter.com/ADHOrg/status/1398276712773861376","@DrTonieshaT @LSawyerED @DocDre @MissChisomo @DHInstitute @csdhschn @achdotorg I'm (@hannahljnc) looking back through to see if I find anything &amp; asking our Conference Coordinating Chairs. The #DH2020 CoC got closer to this with adding info about virtual spaces (adapted from #ACH2019) -- if you find anything, let us know. https://t.co/6lgHN6zipr","2021-05-28 13:55 +0000","126.0","9.0","0.07142857142857142","0.0","1.0","5.0","0.0","1.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1398275508966723589","https://twitter.com/ADHOrg/status/1398275508966723589","@DrTonieshaT @LSawyerED @DocDre @MissChisomo @DHInstitute @csdhschn @achdotorg Thanks for bringing this to our attention! https://t.co/C9JoDXl5l7","2021-05-28 13:50 +0000","60.0","2.0","0.03333333333333333","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1398275175842566146","https://twitter.com/ADHOrg/status/1398275175842566146","@DrTonieshaT @LSawyerED @DocDre @MissChisomo Actually, our CoC isn't explicit about audiences posting about presentations (https://t.co/um7uKHVp3C), but individual conference organizers can add these policies. @DHInstitute does have a stated social media policy: https://t.co/coF4cxxmOc @csdhschn @achdotorg might, too?","2021-05-28 13:49 +0000","797.0","21.0","0.026348808030112924","2.0","2.0","4.0","0.0","3.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1397584562998370308","https://twitter.com/ADHOrg/status/1397584562998370308","New from #ReviewsInDH: https://t.co/jgAb75FmQo","2021-05-26 16:05 +0000","1423.0","5.0","0.0035137034434293743","1.0","0.0","1.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1397160518503198722","https://twitter.com/ADHOrg/status/1397160518503198722","Hosting an event soon? Check out these suggestions for ensuring accessibility &amp; participating in social media from @DHInstitute 

#DH2021 #DigitalHumanities https://t.co/sJzvPq6eOq","2021-05-25 12:00 +0000","1590.0","9.0","0.005660377358490566","4.0","0.0","2.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1396874635048890370","https://twitter.com/ADHOrg/status/1396874635048890370","This week via @csdhschn: https://t.co/shl5NbVSSR","2021-05-24 17:04 +0000","1188.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1396798136102768642","https://twitter.com/ADHOrg/status/1396798136102768642","Have you considered applying or nominating someone? We are seeking fresh leadership to work with the Executive Board (Chair-Elect &amp; Treasurer-Elect), Awards Committee (Chair), and Conference Coordinating Committee (Adjunct Chair-Elect) -- lots of ways to make an impact! https://t.co/PiVmKA2m0Z","2021-05-24 12:00 +0000","5555.0","37.0","0.00666066606660666","9.0","0.0","8.0","7.0","0.0","0.0","13.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1395781683081715712","https://twitter.com/ADHOrg/status/1395781683081715712","Keynote speakers for #ACH2021:

#DH2021 #DigitalHumanities https://t.co/tTQDp2lz5G","2021-05-21 16:41 +0000","1606.0","11.0","0.00684931506849315","1.0","0.0","5.0","4.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1395710972061487104","https://twitter.com/ADHOrg/status/1395710972061487104","In case you missed it:

@GlobalOutlookDH #DH2021 https://t.co/wRUvcxokDS","2021-05-21 12:00 +0000","1124.0","3.0","0.0026690391459074734","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1395373493336805378","https://twitter.com/ADHOrg/status/1395373493336805378","Call for hosts @HumanisticaDH 2023 &amp; 2024: https://t.co/LnKzw46tL7","2021-05-20 13:39 +0000","1295.0","6.0","0.004633204633204633","0.0","0.0","2.0","4.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1395316618540900353","https://twitter.com/ADHOrg/status/1395316618540900353","Happening this week (Module 2 is today!):

#DigitalHumanities
#InformaticaUmanistica
#DH2021 https://t.co/liGJC9foh6","2021-05-20 09:53 +0000","2099.0","8.0","0.003811338732729871","4.0","0.0","2.0","1.0","0.0","1.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
