"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1420353263040348162","https://twitter.com/ADHOrg/status/1420353263040348162","We are happy to announce that @ADHOrg welcomes @DHDInfo as Constituent Organization. Link: https://t.co/cEgI5V5lIu","2021-07-28 11:59 +0000","5230.0","46.0","0.008795411089866157","9.0","0.0","12.0","14.0","8.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1420330798893436929","https://twitter.com/ADHOrg/status/1420330798893436929","European Summer University in Digital Humanities (#ESU-2021) has announced schedules of project &amp; poster presentations (see: https://t.co/J8I0XXBmnE) and lectures (see: https://t.co/sOS8jp8gb6). The events will happen from 3 August to 13 August only online this year.","2021-07-28 10:30 +0000","3889.0","77.0","0.01979943430187709","11.0","0.0","8.0","11.0","36.0","1.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1419957370596245516","https://twitter.com/ADHOrg/status/1419957370596245516","Winter School 2021: International and comparative education science goes digital?! Link: https://t.co/831Bpfc5eG","2021-07-27 09:46 +0000","1442.0","8.0","0.005547850208044383","1.0","0.0","1.0","0.0","4.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1418562290316578818","https://twitter.com/ADHOrg/status/1418562290316578818","New edited volume on #DigitalHumanities ""examines the process of history in the narrative of [DH] and deconstructs its history as a straight line from the beginnings of humanities computing."" Free download available: https://t.co/d6a6qMOTLK","2021-07-23 13:23 +0000","27411.0","257.0","0.009375798037284302","41.0","0.0","78.0","23.0","1.0","16.0","98.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1418317053300117507","https://twitter.com/ADHOrg/status/1418317053300117507","@christof77 @AnneBaillot @eadh_org @DHDInfo Punting this to @DianeJakacki @mesinatra: is there a specific subject taxonomy in use for DH abstracts?","2021-07-22 21:08 +0000","212.0","6.0","0.02830188679245283","0.0","1.0","0.0","2.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1418273638067838978","https://twitter.com/ADHOrg/status/1418273638067838978",".@ETCLatUVic is hiring a coordinator. Responsibilities include coordinating lab events(including @DHInstitute!), documenting lab activities, managing lab operations. Position to start 01 September 2021 &amp; is an annual renewable contract:

#DigitalHumanities #DH https://t.co/CV7WMXi4IQ","2021-07-22 18:16 +0000","2210.0","15.0","0.006787330316742082","6.0","0.0","5.0","3.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1418224318635520002","https://twitter.com/ADHOrg/status/1418224318635520002","#ACH2021 Have you heard or seen a project that you think is a candidate for the Zampolli Award? Consider nominating: https://t.co/sTaiP5JpKr #DH2021 #DigitalHumanities","2021-07-22 15:00 +0000","3120.0","44.0","0.014102564102564103","11.0","0.0","8.0","3.0","14.0","4.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1418135981044101121","https://twitter.com/ADHOrg/status/1418135981044101121","From #DHOx2021: The Collective Wisdom Handbook: Perspectives on Crowdsourcing in Cultural Heritage, from @britishlibrary scholars &amp; practitioners is open for review:

#CrowdSourcing #CulturalHeritage #DigitalHumanities https://t.co/O6GKnsCbwE","2021-07-22 09:09 +0000","2925.0","27.0","0.009230769230769232","7.0","0.0","7.0","4.0","0.0","1.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1417997829021200390","https://twitter.com/ADHOrg/status/1417997829021200390","Do you work at the intersection of #HumanRights, #SocialJustice, #InformationScience, #DigitalHumanities? @BlinkenOSA is hiring: https://t.co/q3SgiLSV4S","2021-07-22 00:00 +0000","883.0","4.0","0.004530011325028313","2.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1417975173760880640","https://twitter.com/ADHOrg/status/1417975173760880640","#ACH2021 launched today on North American Central Time. In case you're catching up, here's the schedule: https://t.co/ZnlYYjHnMG and the keynote panel recording: https://t.co/1nNRimF0a3","2021-07-21 22:30 +0000","1373.0","20.0","0.014566642388929352","3.0","0.0","7.0","1.0","7.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
