"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1410249011823616001","https://twitter.com/ADHOrg/status/1410249011823616001","Apply for this #DigitalArtHistory summer school to learn digital/virtual exhibitions, data science, computer vision &amp; AI, &amp; 3D data/modeling/rendering are applied in art history. Applications due 07 July: https://t.co/OyOUdaXrLK","2021-06-30 14:49 +0000","3761.0","53.0","0.014091996809359212","10.0","0.0","16.0","8.0","0.0","1.0","18.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1409789232130846720","https://twitter.com/ADHOrg/status/1409789232130846720","#CFP: Edited volume on #MultilingualDH. Chapter abstracts due 6 September 2021: https://t.co/sgDcoqOUVm

#HumanidadesDigitales #HumanitésNumérique #UmanisticaInformatica #HumanidadesDigitais #DigitaleGeisteswissenschaften #DigitalHumanities #DH","2021-06-29 08:22 +0000","2289.0","24.0","0.010484927916120577","7.0","0.0","4.0","4.0","9.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1409547640543514629","https://twitter.com/ADHOrg/status/1409547640543514629","Have you seen the #ACH2021 schedule? #DH2021 #DigitalHumanities #DH https://t.co/Jt20cGombB","2021-06-28 16:22 +0000","2766.0","24.0","0.008676789587852495","6.0","0.0","5.0","1.0","0.0","0.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1409441188944490496","https://twitter.com/ADHOrg/status/1409441188944490496","#CFP #AIUCD2022 #InformaticaUmanistica https://t.co/dtlg8TB16a","2021-06-28 09:19 +0000","1455.0","7.0","0.004810996563573883","4.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1408413920000237571","https://twitter.com/ADHOrg/status/1408413920000237571",".@TEIconsortium seeks new board &amp; council members:
.
.
.
#HumanitésNumérique
#HumanidadesDigitales
#DigitalHumanities
#TEI https://t.co/P9WjEIqAXA","2021-06-25 13:17 +0000","1679.0","8.0","0.004764740917212627","4.0","0.0","1.0","2.0","0.0","1.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1408020578250940417","https://twitter.com/ADHOrg/status/1408020578250940417","#DHOx2021 is fully booked! Follow @dhoxss &amp; sign up for their newsletter at https://t.co/djx4AQyYTn to learn about #DHOx2022 https://t.co/pLu0sX71Vs","2021-06-24 11:14 +0000","1925.0","19.0","0.009870129870129871","5.0","0.0","6.0","1.0","1.0","2.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1407612388447186945","https://twitter.com/ADHOrg/status/1407612388447186945","New @DHQuarterly issue on #AudioVisual #Data in #DH: https://t.co/DfxdQeVPPP","2021-06-23 08:12 +0000","2423.0","18.0","0.007428807263722658","7.0","0.0","4.0","3.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1405945655848181760","https://twitter.com/ADHOrg/status/1405945655848181760",".@achdotorg exec seeks community feedback on the racial justice report they developed with DeEtta Jones &amp; Associates: https://t.co/VD7UlMHolt","2021-06-18 17:49 +0000","1402.0","3.0","0.0021398002853067048","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1405928462494339072","https://twitter.com/ADHOrg/status/1405928462494339072","Welcome to our 2021 Communications Fellows, Erdal Ayan and Anna Sofia Lippolis! https://t.co/AdscHEedsG","2021-06-18 16:40 +0000","1062.0","18.0","0.01694915254237288","0.0","0.0","10.0","0.0","4.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1404242185717829636","https://twitter.com/ADHOrg/status/1404242185717829636","Applications &amp; nominations are due this Tuesday, 15 June 2021!

@aaDHumanities @achdotorg @DigitalHumASA @DHcenterNet @dh_japan @Red_HD @eadh_org @HumanisticaDH @csdhschn 

#HumanitésNumérique #InformaticaUmanistica #HumanidadesDigitales #DigitalHumanities https://t.co/lt2MhtnVgx","2021-06-14 01:00 +0000","2820.0","19.0","0.00673758865248227","5.0","0.0","5.0","4.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1402996976661184512","https://twitter.com/ADHOrg/status/1402996976661184512","Have you nominated or applied yet? 

@aaDHumanities @achdotorg @DigitalHumASA @DHcenterNet @dh_japan @Red_HD @eadh_org @HumanisticaDH @csdhschn 

#HumanitésNumérique #InformaticaUmanistica #HumanidadesDigitales #DigitalHumanities https://t.co/lt2Mht6koZ","2021-06-10 14:32 +0000","4576.0","36.0","0.007867132867132868","8.0","0.0","6.0","11.0","0.0","1.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1402653477646618626","https://twitter.com/ADHOrg/status/1402653477646618626","#CFP: @DHDInfo @dhd2022 ""Kulturen des digitalen Gedächtnisses"" - submisssions due 15.07.2021. Details about the conferences &amp; submission guidelines: https://t.co/avU3qB9oRj","2021-06-09 15:47 +0000","2337.0","22.0","0.009413778348309799","4.0","0.0","12.0","3.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
