,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,is_retweet,retweeted,mentioned
0,1409789232130846720,1409789232130846720,2021-06-29 10:22:00 ora legale Europa occidentale,2021-06-29,10:22:00,200,1170404948,adhorg,ADHO,,#CFP: Edited volume on #MultilingualDH. Chapter abstracts due 6 September 2021:  https://t.co/sgDcoqOUVm  #HumanidadesDigitales #HumanitésNumérique #UmanisticaInformatica #HumanidadesDigitais #DigitaleGeisteswissenschaften #DigitalHumanities #DH,en,[],['https://www.c2dh.uni.lu/news/cfp-chapters-solicited-edited-volume-multilingual-dh'],[],0,7,4,"['#CFP', '#MultilingualDH', '#HumanidadesDigitales', '#Humanit', '#UmanisticaInformatica', '#HumanidadesDigitais', '#DigitaleGeisteswissenschaften', '#DigitalHumanities', '#DH']",[],https://twitter.com/ADHOrg/status/1409789232130846720,False,,0,,,,,,,,[],,,,,False,[],[]
1,1409547640543514629,1409547640543514629,2021-06-28 18:22:00 ora legale Europa occidentale,2021-06-28,18:22:00,200,1170404948,adhorg,ADHO,,Have you seen the #ACH2021 schedule? #DH2021 #DigitalHumanities #DH,en,[],[],[],0,5,5,"['#ACH2021', '#DH2021', '#DigitalHumanities', '#DH']",[],https://twitter.com/ADHOrg/status/1409547640543514629,False,https://twitter.com/achdotorg/status/1405566828169072642,0,,,,,,,,[],,,,,False,[],[]
2,1409441188944490496,1409441188944490496,2021-06-28 11:19:00 ora legale Europa occidentale,2021-06-28,11:19:00,200,1170404948,adhorg,ADHO,,#CFP #AIUCD2022 #InformaticaUmanistica,und,[],[],[],0,4,1,"['#CFP', '#AIUCD2022', '#InformaticaUmanistica']",[],https://twitter.com/ADHOrg/status/1409441188944490496,False,https://twitter.com/AIUCD/status/1407375655197712388,0,,,,,,,,[],,,,,False,[],[]
3,1408413920000237571,1408413920000237571,2021-06-25 15:17:00 ora legale Europa occidentale,2021-06-25,15:17:00,200,1170404948,adhorg,ADHO,,.@TEIconsortium seeks new board &amp; council members: . . . #HumanitésNumérique #HumanidadesDigitales #DigitalHumanities #TEI,en,"[{'screen_name': 'teiconsortium', 'name': 'tei consortium', 'id': '167142337'}]",[],[],0,4,1,"['#Humanit', '#HumanidadesDigitales', '#DigitalHumanities', '#TEI']",[],https://twitter.com/ADHOrg/status/1408413920000237571,False,https://twitter.com/TEIconsortium/status/1406991557127987205,0,,,,,,,,[],,,,,False,[],['@TEIconsortium']
4,1408020578250940417,1408020578250940417,2021-06-24 13:14:00 ora legale Europa occidentale,2021-06-24,13:14:00,200,1170404948,adhorg,ADHO,,#DHOx2021 is fully booked! Follow @dhoxss &amp; sign up for their newsletter at  https://t.co/djx4AQyYTn to learn about #DHOx2022,en,"[{'screen_name': 'dhoxss', 'name': 'dh ox summer school', 'id': '516953148'}]",['http://dhoxss.net'],[],0,5,6,"['#DHOx2021', '#DHOx2022']",[],https://twitter.com/ADHOrg/status/1408020578250940417,False,https://twitter.com/dhoxss/status/1407272736666365956,0,,,,,,,,[],,,,,False,[],['@dhoxss']
5,1407612388447186945,1407612388447186945,2021-06-23 10:12:00 ora legale Europa occidentale,2021-06-23,10:12:00,200,1170404948,adhorg,ADHO,,New @DHQuarterly issue on #AudioVisual #Data in #DH:,en,"[{'screen_name': 'dhquarterly', 'name': 'digitalhum quarterly', 'id': '262332862'}]",[],[],0,7,4,"['#AudioVisual', '#Data', '#DH']",[],https://twitter.com/ADHOrg/status/1407612388447186945,False,https://twitter.com/achdotorg/status/1406939014905708544,0,,,,,,,,[],,,,,False,[],['@DHQuarterly']
6,1405945655848181760,1405945655848181760,2021-06-18 19:49:00 ora legale Europa occidentale,2021-06-18,19:49:00,200,1170404948,adhorg,ADHO,,.@achdotorg exec seeks community feedback on the racial justice report they developed with DeEtta Jones &amp; Associates:,en,"[{'screen_name': 'achdotorg', 'name': 'ach', 'id': '2361372560'}]",[],[],0,1,2,[],[],https://twitter.com/ADHOrg/status/1405945655848181760,False,https://twitter.com/achdotorg/status/1405227993597886464,0,,,,,,,,[],,,,,False,[],['@achdotorg']
7,1405928462494339072,1405928462494339072,2021-06-18 18:40:41 ora legale Europa occidentale,2021-06-18,18:40:41,200,1170404948,adhorg,ADHO,,"Welcome to our 2021 Communications Fellows, Erdal Ayan and Anna Sofia Lippolis!  https://t.co/AdscHEedsG",en,[],['https://adho.org/announcements/2021/welcome-2021-communications-fellows'],[],0,0,10,[],[],https://twitter.com/ADHOrg/status/1405928462494339072,False,,0,,,,,,,,[],,,,,False,[],[]
8,1404242185717829636,1404242185717829636,2021-06-14 03:00:01 ora legale Europa occidentale,2021-06-14,03:00:01,200,1170404948,adhorg,ADHO,,"Applications &amp; nominations are due this Tuesday, 15 June 2021!  @aaDHumanities @achdotorg @DigitalHumASA @DHcenterNet @dh_japan @Red_HD @eadh_org @HumanisticaDH @csdhschn   #HumanitésNumérique #InformaticaUmanistica #HumanidadesDigitales #DigitalHumanities",en,"[{'screen_name': 'aadhumanities', 'name': 'aadh', 'id': '4327889474'}, {'screen_name': 'achdotorg', 'name': 'ach', 'id': '2361372560'}, {'screen_name': 'digitalhumasa', 'name': 'dhasa', 'id': '735929506897235968'}, {'screen_name': 'dhcenternet', 'name': 'centernet', 'id': '173915441'}, {'screen_name': 'dh_japan', 'name': 'japanese association for digital humanities(jadh)', 'id': '1392309512409812992'}, {'screen_name': 'red_hd', 'name': 'red hd', 'id': '331064775'}, {'screen_name': 'eadh_org', 'name': 'eadh', 'id': '434968866'}, {'screen_name': 'humanisticadh', 'name': 'humanistica', 'id': '2543312586'}, {'screen_name': 'csdhschn', 'name': 'csdh-schn', 'id': '3436070188'}]",[],[],0,4,5,"['#Humanit', '#InformaticaUmanistica', '#HumanidadesDigitales', '#DigitalHumanities']",[],https://twitter.com/ADHOrg/status/1404242185717829636,False,https://twitter.com/ADHOrg/status/1400129381608177664,0,,,,,,,,[],,,,,False,[],"['@aaDHumanities', '@achdotorg', '@DigitalHumASA', '@DHcenterNet', '@dh_japan', '@Red_HD', '@eadh_org', '@HumanisticaDH', '@csdhschn']"
9,1402996976661184512,1402996976661184512,2021-06-10 16:32:00 ora legale Europa occidentale,2021-06-10,16:32:00,200,1170404948,adhorg,ADHO,,Have you nominated or applied yet?   @aaDHumanities @achdotorg @DigitalHumASA @DHcenterNet @dh_japan @Red_HD @eadh_org @HumanisticaDH @csdhschn   #HumanitésNumérique #InformaticaUmanistica #HumanidadesDigitales #DigitalHumanities,en,"[{'screen_name': 'aadhumanities', 'name': 'aadh', 'id': '4327889474'}, {'screen_name': 'achdotorg', 'name': 'ach', 'id': '2361372560'}, {'screen_name': 'digitalhumasa', 'name': 'dhasa', 'id': '735929506897235968'}, {'screen_name': 'dhcenternet', 'name': 'centernet', 'id': '173915441'}, {'screen_name': 'dh_japan', 'name': 'japanese association for digital humanities(jadh)', 'id': '1392309512409812992'}, {'screen_name': 'red_hd', 'name': 'red hd', 'id': '331064775'}, {'screen_name': 'eadh_org', 'name': 'eadh', 'id': '434968866'}, {'screen_name': 'humanisticadh', 'name': 'humanistica', 'id': '2543312586'}, {'screen_name': 'csdhschn', 'name': 'csdh-schn', 'id': '3436070188'}]",[],[],0,8,6,"['#Humanit', '#InformaticaUmanistica', '#HumanidadesDigitales', '#DigitalHumanities']",[],https://twitter.com/ADHOrg/status/1402996976661184512,False,https://twitter.com/ADHOrg/status/1400129381608177664,0,,,,,,,,[],,,,,False,[],"['@aaDHumanities', '@achdotorg', '@DigitalHumASA', '@DHcenterNet', '@dh_japan', '@Red_HD', '@eadh_org', '@HumanisticaDH', '@csdhschn']"
10,1402653477646618626,1402653477646618626,2021-06-09 17:47:03 ora legale Europa occidentale,2021-06-09,17:47:03,200,1170404948,adhorg,ADHO,,"#CFP: @DHDInfo @dhd2022 ""Kulturen des digitalen Gedächtnisses"" - submisssions due 15.07.2021. Details about the conferences &amp; submission guidelines:  https://t.co/avU3qB9oRj",de,"[{'screen_name': 'dhdinfo', 'name': 'dhd', 'id': '533163305'}, {'screen_name': 'dhd2022', 'name': 'dhd2022', 'id': '724702270890323968'}]",['https://www.dhd2022.de'],[],0,4,12,['#CFP'],[],https://twitter.com/ADHOrg/status/1402653477646618626,False,,0,,,,,,,,[],,,,,False,[],"['@DHDInfo', '@dhd2022']"
11,1402587528427978755,1402587528427978755,2021-06-09 13:25:00 ora legale Europa occidentale,2021-06-09,13:25:00,200,1170404948,adhorg,ADHO,,Job at Humboldt-Universität zu Berlin &amp; DIPF: Professorship (W2-S) for “Historical Educational Research with a Focus on Digital Humanities” #DigitalHumanities #DHJobs,de,[],[],[],0,3,4,"['#DigitalHumanities', '#DHJobs']",[],https://twitter.com/ADHOrg/status/1402587528427978755,False,https://twitter.com/eadh_org/status/1401170714447814658,0,,,,,,,,[],,,,,False,[],[]
12,1402339646630240262,1402339646630240262,2021-06-08 21:00:00 ora legale Europa occidentale,2021-06-08,21:00:00,200,1170404948,adhorg,ADHO,,Become a #RedHD @Red_HD affiliate!,en,"[{'screen_name': 'red_hd', 'name': 'red hd', 'id': '331064775'}]",[],[],0,3,5,['#RedHD'],[],https://twitter.com/ADHOrg/status/1402339646630240262,False,https://twitter.com/Red_HD/status/1401952897181573123,0,,,,,,,,[],,,,,False,[],['@Red_HD']
13,1401926750284640261,1401926750284640261,2021-06-07 17:39:18 ora legale Europa occidentale,2021-06-07,17:39:18,200,1170404948,adhorg,ADHO,,#DHSI21 begins today:  https://t.co/XXU4BerHId,en,[],['https://dhsi.org/dhsi-2021-online-edition/#schedule'],[],0,0,5,['#DHSI21'],[],https://twitter.com/ADHOrg/status/1401926750284640261,False,https://twitter.com/randaelka/status/1401918400134225922,0,,,,,,,,[],,,,,False,[],[]
14,1400742370291830786,1400742370291830786,2021-06-04 11:13:00 ora legale Europa occidentale,2021-06-04,11:13:00,200,1170404948,adhorg,ADHO,,.@dh_japan #JADH2021 submissions are due Monday 7 June! Submit yours today:  https://t.co/z87YdbRNRa #DigitalHumanities #DH #DH2021,en,"[{'screen_name': 'dh_japan', 'name': 'japanese association for digital humanities(jadh)', 'id': '1392309512409812992'}]",['http://jadh.org/jadh2021_cfp'],[],0,3,1,"['#JADH2021', '#DigitalHumanities', '#DH', '#DH2021']",[],https://twitter.com/ADHOrg/status/1400742370291830786,False,,0,,,,,,,,[],,,,,False,[],['@dh_japan']
15,1400148205136973835,1400148205136973835,2021-06-02 19:52:00 ora legale Europa occidentale,2021-06-02,19:52:00,200,1170404948,adhorg,ADHO,,#CSDHSCHN2021 Have you heard or seen a project that you think is a candidate for the Zampolli Award? Consider nominating:  https://t.co/sTaiP5JpKr #DH2021 #HumanitésNumériques #DigitalHumanities,en,[],['https://adho.org/announcements/2021/call-nominations-2022-antonio-zampolli-prize'],[],0,8,3,"['#CSDHSCHN2021', '#DH2021', '#Humanit', '#DigitalHumanities']",[],https://twitter.com/ADHOrg/status/1400148205136973835,False,,0,,,,,,,,[],,,,,False,[],[]
16,1399884215488061441,1399884215488061441,2021-06-02 02:23:00 ora legale Europa occidentale,2021-06-02,02:23:00,200,1170404948,adhorg,ADHO,,.@dh_japan #JADH2021 submissions due Monday 7 June 2021:  https://t.co/Um6dKbRXvT #DigitalHumanities #DH #DH2021,en,"[{'screen_name': 'dh_japan', 'name': 'japanese association for digital humanities(jadh)', 'id': '1392309512409812992'}]",['https://www.jadh.org/jadh2021_cfp'],[],0,9,6,"['#JADH2021', '#DigitalHumanities', '#DH', '#DH2021']",[],https://twitter.com/ADHOrg/status/1399884215488061441,False,,0,,,,,,,,[],,,,,False,[],['@dh_japan']
17,1399743587240271874,1399425445234364416,2021-06-01 17:04:11 ora legale Europa occidentale,2021-06-01,17:04:11,200,1170404948,adhorg,ADHO,,@MichaelHancher @CLKCrompton Have you cleared your browser cache?,en,[],[],[],0,0,0,[],[],https://twitter.com/ADHOrg/status/1399743587240271874,False,,0,,,,,,,,"[{'screen_name': 'MichaelHancher', 'name': 'Michael Hancher', 'id': '106245477'}, {'screen_name': 'CLKCrompton', 'name': 'Constance Crompton (she/elle)', 'id': '164700688'}]",,,,,False,[],"['@MichaelHancher', '@CLKCrompton']"
18,1399740216718528519,1399425445234364416,2021-06-01 16:50:48 ora legale Europa occidentale,2021-06-01,16:50:48,200,1170404948,adhorg,ADHO,,"@CLKCrompton @MichaelHancher We have not found any issues so far today. Just in case, we recommend keeping  https at the beginning of shared URLs ( https://t.co/A2THJwF9S8). If you continue to receive these errors or hear of others having this issue, let us know!",en,[],['https://dh2020.adho.org'],[],1,0,1,[],[],https://twitter.com/ADHOrg/status/1399740216718528519,False,,0,,,,,,,,"[{'screen_name': 'CLKCrompton', 'name': 'Constance Crompton (she/elle)', 'id': '164700688'}, {'screen_name': 'MichaelHancher', 'name': 'Michael Hancher', 'id': '106245477'}]",,,,,False,[],"['@CLKCrompton', '@MichaelHancher']"
19,1399673800128610311,1399425445234364416,2021-06-01 12:26:53 ora legale Europa occidentale,2021-06-01,12:26:53,200,1170404948,adhorg,ADHO,,@CLKCrompton @MichaelHancher We're looking into it. More soon.,en,[],[],[],0,0,0,[],[],https://twitter.com/ADHOrg/status/1399673800128610311,False,,0,,,,,,,,"[{'screen_name': 'CLKCrompton', 'name': 'Constance Crompton (she/elle)', 'id': '164700688'}, {'screen_name': 'MichaelHancher', 'name': 'Michael Hancher', 'id': '106245477'}]",,,,,False,[],"['@CLKCrompton', '@MichaelHancher']"
20,1399539024579239938,1399425445234364416,2021-06-01 03:31:20 ora legale Europa occidentale,2021-06-01,03:31:20,200,1170404948,adhorg,ADHO,,@CLKCrompton @Laura_Estill @jenguiliano @electricarchaeo @sarahsimpkin @theHyperlab @data_jada @DH_uOttawa @uOttawaArts @csdhschn @SSHRC_CRSH A tremendous thank you to you all!,en,[],[],[],0,0,5,[],[],https://twitter.com/ADHOrg/status/1399539024579239938,False,,0,,,,,,,,"[{'screen_name': 'CLKCrompton', 'name': 'Constance Crompton (she/elle)', 'id': '164700688'}, {'screen_name': 'Laura_Estill', 'name': 'Dr. Laura Estill', 'id': '599546734'}, {'screen_name': 'jenguiliano', 'name': 'Dr. Jennifer Guiliano', 'id': '35804229'}, {'screen_name': 'electricarchaeo', 'name': 'Shawn Graham', 'id': '104894644'}, {'screen_name': 'sarahsimpkin', 'name': 'Sarah Simpkin', 'id': '16656420'}, {'screen_name': 'theHyperlab', 'name': 'Brian Greenspan', 'id': '581312485'}, {'screen_name': 'data_jada', 'name': 'Dr. Jada E. Watson', 'id': '856122123022217216'}, {'screen_name': 'DH_uOttawa', 'name': 'SHN-DH@uOttawa', 'id': '860231109170401283'}, {'screen_name': 'uOttawaArts', 'name': 'uOttawa Arts', 'id': '381298949'}, {'screen_name': 'csdhschn', 'name': 'CSDH-SCHN', 'id': '3436070188'}, {'screen_name': 'SSHRC_CRSH', 'name': 'SSHRC', 'id': '139525231'}]",,,,,False,[],"['@CLKCrompton', '@Laura_Estill', '@jenguiliano', '@electricarchaeo', '@sarahsimpkin', '@theHyperlab', '@data_jada', '@DH_uOttawa', '@uOttawaArts', '@csdhschn', '@SSHRC_CRSH']"
21,1398276712773861376,1398026058444722178,2021-05-28 15:55:21 ora legale Europa occidentale,2021-05-28,15:55:21,200,1170404948,adhorg,ADHO,,"@DrTonieshaT @LSawyerED @DocDre @MissChisomo @DHInstitute @csdhschn @achdotorg I'm (@hannahljnc) looking back through to see if I find anything &amp; asking our Conference Coordinating Chairs. The #DH2020 CoC got closer to this with adding info about virtual spaces (adapted from #ACH2019) -- if you find anything, let us know.  https://t.co/6lgHN6zipr",en,"[{'screen_name': 'hannahljnc', 'name': 'hannah l jacobs', 'id': '1011751695162880000'}]",['https://dh2020.hcommons.org/conference-code-of-conduct/'],[],1,0,5,"['#DH2020', '#ACH2019']",[],https://twitter.com/ADHOrg/status/1398276712773861376,False,,0,,,,,,,,"[{'screen_name': 'DrTonieshaT', 'name': 'Dr. Toniesha L. Taylor', 'id': '854948365'}, {'screen_name': 'LSawyerED', 'name': 'LSawyerICAHDQ she/her 🏳️\u200d🌈 🕉', 'id': '35802340'}, {'screen_name': 'DocDre', 'name': 'thot leedurr + kneegrow-lectual', 'id': '14118112'}, {'screen_name': 'MissChisomo', 'name': 'Chisomo Kalinga, PhD', 'id': '297480401'}, {'screen_name': 'DHInstitute', 'name': 'DH Summer Institute', 'id': '317429351'}, {'screen_name': 'csdhschn', 'name': 'CSDH-SCHN', 'id': '3436070188'}, {'screen_name': 'achdotorg', 'name': 'ACH', 'id': '2361372560'}]",,,,,False,[],"['@DrTonieshaT', '@LSawyerED', '@DocDre', '@MissChisomo', '@DHInstitute', '@csdhschn', '@achdotorg', '@hannahljnc']"
22,1398275508966723589,1398026058444722178,2021-05-28 15:50:34 ora legale Europa occidentale,2021-05-28,15:50:34,200,1170404948,adhorg,ADHO,,@DrTonieshaT @LSawyerED @DocDre @MissChisomo @DHInstitute @csdhschn @achdotorg Thanks for bringing this to our attention!,en,[],[],[],0,0,2,[],[],https://twitter.com/ADHOrg/status/1398275508966723589,False,https://twitter.com/ADHOrg/status/1398275175842566146,0,,,,,,,,"[{'screen_name': 'DrTonieshaT', 'name': 'Dr. Toniesha L. Taylor', 'id': '854948365'}, {'screen_name': 'LSawyerED', 'name': 'LSawyerICAHDQ she/her 🏳️\u200d🌈 🕉', 'id': '35802340'}, {'screen_name': 'DocDre', 'name': 'thot leedurr + kneegrow-lectual', 'id': '14118112'}, {'screen_name': 'MissChisomo', 'name': 'Chisomo Kalinga, PhD', 'id': '297480401'}, {'screen_name': 'DHInstitute', 'name': 'DH Summer Institute', 'id': '317429351'}, {'screen_name': 'csdhschn', 'name': 'CSDH-SCHN', 'id': '3436070188'}, {'screen_name': 'achdotorg', 'name': 'ACH', 'id': '2361372560'}]",,,,,False,[],"['@DrTonieshaT', '@LSawyerED', '@DocDre', '@MissChisomo', '@DHInstitute', '@csdhschn', '@achdotorg']"
23,1398275175842566146,1398026058444722178,2021-05-28 15:49:15 ora legale Europa occidentale,2021-05-28,15:49:15,200,1170404948,adhorg,ADHO,,"@DrTonieshaT @LSawyerED @DocDre @MissChisomo Actually, our CoC isn't explicit about audiences posting about presentations ( https://t.co/um7uKHVp3C), but individual conference organizers can add these policies. @DHInstitute does have a stated social media policy:  https://t.co/coF4cxxmOc @csdhschn @achdotorg might, too?",en,"[{'screen_name': 'dhinstitute', 'name': 'dh summer institute', 'id': '317429351'}, {'screen_name': 'csdhschn', 'name': 'csdh-schn', 'id': '3436070188'}, {'screen_name': 'achdotorg', 'name': 'ach', 'id': '2361372560'}]","['https://adho.org/administration/conference-coordinating-program-committee/adho-conference-code-conduct', 'https://dhsi.org/accessibility-and-social-media-guidelines-for-dhsi/']",[],2,1,4,[],[],https://twitter.com/ADHOrg/status/1398275175842566146,False,,0,,,,,,,,"[{'screen_name': 'DrTonieshaT', 'name': 'Dr. Toniesha L. Taylor', 'id': '854948365'}, {'screen_name': 'LSawyerED', 'name': 'LSawyerICAHDQ she/her 🏳️\u200d🌈 🕉', 'id': '35802340'}, {'screen_name': 'DocDre', 'name': 'thot leedurr + kneegrow-lectual', 'id': '14118112'}, {'screen_name': 'MissChisomo', 'name': 'Chisomo Kalinga, PhD', 'id': '297480401'}]",,,,,False,[],"['@DrTonieshaT', '@LSawyerED', '@DocDre', '@MissChisomo', '@DHInstitute', '@csdhschn', '@achdotorg']"
24,1397584562998370308,1397584562998370308,2021-05-26 18:05:00 ora legale Europa occidentale,2021-05-26,18:05:00,200,1170404948,adhorg,ADHO,,New from #ReviewsInDH:,en,[],[],[],0,1,1,['#ReviewsInDH'],[],https://twitter.com/ADHOrg/status/1397584562998370308,False,https://twitter.com/roopikarisam/status/1392085847705636866,0,,,,,,,,[],,,,,False,[],[]
25,1397160518503198722,1397160518503198722,2021-05-25 14:00:00 ora legale Europa occidentale,2021-05-25,14:00:00,200,1170404948,adhorg,ADHO,,Hosting an event soon? Check out these suggestions for ensuring accessibility &amp; participating in social media from @DHInstitute   #DH2021 #DigitalHumanities,en,"[{'screen_name': 'dhinstitute', 'name': 'dh summer institute', 'id': '317429351'}]",[],[],0,4,2,"['#DH2021', '#DigitalHumanities']",[],https://twitter.com/ADHOrg/status/1397160518503198722,False,https://twitter.com/AlyssaA_DHSI/status/1394382479021199365,0,,,,,,,,[],,,,,False,[],['@DHInstitute']
26,1396874635048890370,1396874635048890370,2021-05-24 19:04:00 ora legale Europa occidentale,2021-05-24,19:04:00,200,1170404948,adhorg,ADHO,,This week via @csdhschn:,en,"[{'screen_name': 'csdhschn', 'name': 'csdh-schn', 'id': '3436070188'}]",[],[],0,0,0,[],[],https://twitter.com/ADHOrg/status/1396874635048890370,False,https://twitter.com/minsooklee/status/1392908635207053315,0,,,,,,,,[],,,,,False,[],['@csdhschn']
27,1395781683081715712,1395781683081715712,2021-05-21 18:41:00 ora legale Europa occidentale,2021-05-21,18:41:00,200,1170404948,adhorg,ADHO,,Keynote speakers for #ACH2021:  #DH2021 #DigitalHumanities,en,[],[],[],0,1,5,"['#ACH2021', '#DH2021', '#DigitalHumanities']",[],https://twitter.com/ADHOrg/status/1395781683081715712,False,https://twitter.com/achdotorg/status/1392458787483648009,0,,,,,,,,[],,,,,False,[],[]
28,1395710972061487104,1395710972061487104,2021-05-21 14:00:01 ora legale Europa occidentale,2021-05-21,14:00:01,200,1170404948,adhorg,ADHO,,In case you missed it:  @GlobalOutlookDH #DH2021,en,"[{'screen_name': 'globaloutlookdh', 'name': 'global outlook dh', 'id': '1027226198'}]",[],[],0,0,1,['#DH2021'],[],https://twitter.com/ADHOrg/status/1395710972061487104,False,https://twitter.com/james_yeku/status/1388111731268931586,0,,,,,,,,[],,,,,False,[],['@GlobalOutlookDH']
29,1395373493336805378,1395373493336805378,2021-05-20 15:39:00 ora legale Europa occidentale,2021-05-20,15:39:00,200,1170404948,adhorg,ADHO,,Call for hosts @HumanisticaDH 2023 &amp; 2024:,en,"[{'screen_name': 'humanisticadh', 'name': 'humanistica', 'id': '2543312586'}]",[],[],0,0,2,[],[],https://twitter.com/ADHOrg/status/1395373493336805378,False,https://twitter.com/HumanisticaDH/status/1392518253235290112,0,,,,,,,,[],,,,,False,[],['@HumanisticaDH']
30,1395316618540900353,1395316618540900353,2021-05-20 11:53:00 ora legale Europa occidentale,2021-05-20,11:53:00,200,1170404948,adhorg,ADHO,,Happening this week (Module 2 is today!):  #DigitalHumanities #InformaticaUmanistica #DH2021,en,[],[],[],0,4,2,"['#DigitalHumanities', '#InformaticaUmanistica', '#DH2021']",[],https://twitter.com/ADHOrg/status/1395316618540900353,False,https://twitter.com/oneofstarsailor/status/1392394639366397958,0,,,,,,,,[],,,,,False,[],[]
31,1395099437702082561,1395099437702082561,2021-05-19 21:30:00 ora legale Europa occidentale,2021-05-19,21:30:00,200,1170404948,adhorg,ADHO,,Places in #DHOx2021 filling up quickly!   #DH2021,en,[],[],[],0,1,2,"['#DHOx2021', '#DH2021']",[],https://twitter.com/ADHOrg/status/1395099437702082561,False,https://twitter.com/dhoxss/status/1394635377508487169,0,,,,,,,,[],,,,,False,[],[]
32,1395056070847045639,1395056070847045639,2021-05-19 18:37:40 ora legale Europa occidentale,2021-05-19,18:37:40,200,1170404948,adhorg,ADHO,,Welcome @dh_japan!,en,"[{'screen_name': 'dh_japan', 'name': 'japanese association for digital humanities(jadh)', 'id': '1392309512409812992'}]",[],[],0,7,12,[],[],https://twitter.com/ADHOrg/status/1395056070847045639,False,https://twitter.com/dh_japan/status/1392331299998736389,0,,,,,,,,[],,,,,False,[],['@dh_japan']
33,1394206553935388677,1394206553935388677,2021-05-17 10:22:00 ora legale Europa occidentale,2021-05-17,10:22:00,200,1170404948,adhorg,ADHO,,"Have you submitted your proposal for JADH 2021 yet? Submissions due June 7, 2021:  https://t.co/Um6dKbRXvT #DigitalHumanities #DH #DH2021",en,[],['https://www.jadh.org/jadh2021_cfp'],[],0,8,6,"['#DigitalHumanities', '#DH', '#DH2021']",[],https://twitter.com/ADHOrg/status/1394206553935388677,False,,0,,,,,,,,[],,,,,False,[],[]
34,1393195895131459588,1393195895131459588,2021-05-14 15:26:00 ora legale Europa occidentale,2021-05-14,15:26:00,200,1170404948,adhorg,ADHO,,".@achdotorg presenters, have you registered yet? #ACH2021 #DH2021",en,"[{'screen_name': 'achdotorg', 'name': 'ach', 'id': '2361372560'}]",[],[],0,0,2,"['#ACH2021', '#DH2021']",[],https://twitter.com/ADHOrg/status/1393195895131459588,False,https://twitter.com/achdotorg/status/1389242723404816388,0,,,,,,,,[],,,,,False,[],['@achdotorg']
35,1392887865143558150,1392887865143558150,2021-05-13 19:02:00 ora legale Europa occidentale,2021-05-13,19:02:00,200,1170404948,adhorg,ADHO,,#CSDHSCHN2021 #DH2021 Plenary schedule:,en,[],[],[],0,1,2,"['#CSDHSCHN2021', '#DH2021']",[],https://twitter.com/ADHOrg/status/1392887865143558150,False,https://twitter.com/csdhschn/status/1392240367290880003,0,,,,,,,,[],,,,,False,[],[]
36,1392784936797622276,1392784936797622276,2021-05-13 12:13:00 ora legale Europa occidentale,2021-05-13,12:13:00,200,1170404948,adhorg,ADHO,,#DigitalHumanities #Job: 3-year postdoc for Impact of Fiction:,en,[],[],[],0,6,5,"['#DigitalHumanities', '#Job']",[],https://twitter.com/ADHOrg/status/1392784936797622276,False,https://twitter.com/marijnkoolen/status/1390657644633931776,0,,,,,,,,[],,,,,False,[],[]
37,1392547626717904897,1392547626717904897,2021-05-12 20:30:01 ora legale Europa occidentale,2021-05-12,20:30:01,200,1170404948,adhorg,ADHO,,#Humanistica2021 Have you heard or seen a project that you think is a candidate for the Zampolli Award? Consider nominating:  https://t.co/sTaiP5rOlR #DH2021 #HumanitésNumériques #DigitalHumanities,en,[],['https://adho.org/announcements/2021/call-nominations-2022-antonio-zampolli-prize'],[],0,5,4,"['#Humanistica2021', '#DH2021', '#Humanit', '#DigitalHumanities']",[],https://twitter.com/ADHOrg/status/1392547626717904897,False,,0,,,,,,,,[],,,,,False,[],[]
38,1391754902158807051,1391754902158807051,2021-05-10 16:00:00 ora legale Europa occidentale,2021-05-10,16:00:00,200,1170404948,adhorg,ADHO,,Also this week:,en,[],[],[],0,4,2,[],[],https://twitter.com/ADHOrg/status/1391754902158807051,False,https://twitter.com/Europeanaeu/status/1389124863982505984,0,,,,,,,,[],,,,,False,[],[]
39,1390766134320799745,1390766134320799745,2021-05-07 22:31:00 ora legale Europa occidentale,2021-05-07,22:31:00,200,1170404948,adhorg,ADHO,,A new publication from @OpenBookPublish takes on sustainable research practices:   #DigitalHumanities #DigitalScholarship,en,"[{'screen_name': 'openbookpublish', 'name': 'open book publishers', 'id': '75042924'}]",[],[],0,6,7,"['#DigitalHumanities', '#DigitalScholarship']",[],https://twitter.com/ADHOrg/status/1390766134320799745,False,https://twitter.com/OpenBookPublish/status/1390604318051610624,0,,,,,,,,[],,,,,False,[],['@OpenBookPublish']
40,1390701458140635136,1390701458140635136,2021-05-07 18:14:00 ora legale Europa occidentale,2021-05-07,18:14:00,200,1170404948,adhorg,ADHO,,Starting this Monday 10 May: #Humanistica2021  https://t.co/6UnPsQ97XS #DH2021,en,[],['https://humanistica2021.sciencesconf.org/'],[],0,7,5,"['#Humanistica2021', '#DH2021']",[],https://twitter.com/ADHOrg/status/1390701458140635136,False,,0,,,,,,,,[],,,,,False,[],[]
